subgraph_id,seed_account,contains_laundering,graphsage_probability,confidence_tier,structural_signals_count,num_nodes,num_edges,total_flow,num_terminal_sinks
IBM_POS_0082,B70_100428A51,1,0.9996,HIGH_CONFIDENCE,4,2483,12328,333295.74,674
IBM_POS_0083,B48211_811D70290,1,0.4358,NORMAL,2,18,66,54313317.4,7
IBM_POS_0084,B136110_814009C90,1,0.2873,NORMAL,1,4,26,689209.98,0
IBM_POS_0085,B14077_80AE3D7E0,1,0.5367,MEDIUM_CONFIDENCE,2,10,36,505969.64,3
IBM_POS_0086,B14_8035765E0,1,0.6836,MEDIUM_CONFIDENCE,1,5,13,111014.5,1
IBM_POS_0087,B232335_80D1AE780,1,0.7738,MEDIUM_CONFIDENCE,1,12,48,48571.78,0
IBM_POS_0088,B1292_800C15270,1,0.7623,HIGH_CONFIDENCE,2,9,25,2002703.42,3
IBM_POS_0089,B211_80A451570,1,0.9941,HIGH_CONFIDENCE,3,719,1511,523144517.69,707
IBM_POS_0090,B11852_8017AFC60,1,0.3971,NORMAL,2,9,33,8545331.74,1
IBM_POS_0091,B2439_801010DF0,1,0.9948,HIGH_CONFIDENCE,2,2,4,82925.24,1
IBM_POS_0092,B28628_80ACEE280,1,0.8819,HIGH_CONFIDENCE,2,5,16,3575599.08,1
IBM_POS_0093,B118180_806B9FA20,1,1.0,HIGH_CONFIDENCE,4,788,1641,21949957694.55,771
IBM_POS_0094,B1501_800981370,1,0.7492,HIGH_CONFIDENCE,3,30,81,6041306.75,16
IBM_POS_0095,B1467_8013C4030,1,0.8365,HIGH_CONFIDENCE,2,6,29,304053.74,2
IBM_POS_0096,B222_811B83280,1,0.8309,MEDIUM_CONFIDENCE,1,3,10,423595.46,0
IBM_POS_0097,B15055_802958DB0,1,1.0,HIGH_CONFIDENCE,3,12799,54222,29718652112.43,4999
IBM_POS_0098,B220_80DC68A80,1,0.3562,NORMAL,2,9,36,5843320.32,2
IBM_POS_0099,B28768_80A7B9290,1,0.9948,HIGH_CONFIDENCE,2,2,4,35377.46,1
IBM_POS_0100,B125305_809D92430,1,0.4705,NORMAL,2,9,28,145022.33,2
IBM_POS_0101,B41638_80FBFDAA0,1,0.3605,NORMAL,3,27,102,307161564.94,12
IBM_POS_0102,B25547_8034D1800,1,0.5392,MEDIUM_CONFIDENCE,2,12,52,3589132.06,3
IBM_POS_0103,B1068_800FB1BD0,1,0.6513,MEDIUM_CONFIDENCE,2,15,61,2719451.37,6
IBM_POS_0104,B27288_802B47C40,1,0.9399,HIGH_CONFIDENCE,2,10,28,290983.16,4
IBM_POS_0105,B1501_808C45FE0,1,0.9296,HIGH_CONFIDENCE,2,8,28,1146029.34,2
IBM_POS_0106,B17753_806D399E0,1,0.9303,HIGH_CONFIDENCE,2,4,15,2127340.44,1
IBM_POS_0107,B117999_80BBEDC60,1,0.9842,HIGH_CONFIDENCE,2,3,6,60261.46,1
IBM_POS_0108,B10_801396710,1,0.9887,HIGH_CONFIDENCE,2,17,80,5650449.2,5
IBM_POS_0109,B20727_80C381B70,1,0.9633,HIGH_CONFIDENCE,2,3,8,40951.66,1
IBM_POS_0110,B223_8119F8CC0,1,0.9923,HIGH_CONFIDENCE,4,551,1257,1158465638.36,491
IBM_POS_0111,B22_800202780,1,1.0,HIGH_CONFIDENCE,4,5967,12430,7532136886.62,5908
IBM_POS_0112,B119_811C597B0,1,0.4168,NORMAL,3,74,283,235445175.75,32
IBM_POS_0113,B213952_808338D40,1,1.0,HIGH_CONFIDENCE,4,9654,20231,12735720597.03,9608
IBM_POS_0114,B6_80A50D000,1,1.0,HIGH_CONFIDENCE,3,1603,6592,6341209875.81,633
IBM_POS_0115,B12_800137450,1,0.609,MEDIUM_CONFIDENCE,4,89,295,778707034.67,52
IBM_POS_0116,B28_80A43F620,1,0.9948,HIGH_CONFIDENCE,2,2,4,750228.34,1
IBM_POS_0117,B70_100428930,1,0.9863,HIGH_CONFIDENCE,4,1338,6622,32174539686.22,384
IBM_POS_0118,B1669_8015A3ED0,1,0.5099,MEDIUM_CONFIDENCE,2,16,56,131669847.32,4
IBM_POS_0119,B24132_8078D10C0,1,0.9999,HIGH_CONFIDENCE,2,14,52,9982862.78,6
IBM_POS_0120,B118_811A67510,1,0.7891,HIGH_CONFIDENCE,4,32,96,3847658.4,9
IBM_POS_0121,B137218_80F443FD0,1,0.8759,HIGH_CONFIDENCE,2,5,19,374862.95,2
IBM_POS_0122,B21831_808099880,1,0.7317,HIGH_CONFIDENCE,3,29,101,19460028.75,11
IBM_POS_0123,B214308_80562E620,1,0.9948,HIGH_CONFIDENCE,2,2,4,5738318.48,1
IBM_POS_0124,B12_800205030,1,0.9593,HIGH_CONFIDENCE,2,5,14,44122317.3,1
IBM_POS_0125,B18324_8094AA6D0,1,0.669,MEDIUM_CONFIDENCE,2,8,30,99717.5,1
IBM_POS_0126,B16136_80484E640,1,0.9785,HIGH_CONFIDENCE,2,3,6,60261.46,1
IBM_POS_0127,B135155_80D8110B0,1,0.4001,NORMAL,1,14,45,29105949.54,6
IBM_POS_0128,B214322_8088FE560,1,0.423,NORMAL,2,11,42,8541128.66,2
IBM_POS_0129,B28827_805A3ED30,1,0.7676,HIGH_CONFIDENCE,2,8,27,40677.33,1
IBM_POS_0130,B115915_80A32F2B0,1,0.9164,HIGH_CONFIDENCE,2,12,40,603479.92,1
IBM_POS_0131,B12735_80150CB00,1,0.4628,NORMAL,3,53,192,12772613.15,26
IBM_POS_0132,B4_802F673D0,1,0.8583,HIGH_CONFIDENCE,4,48,218,1800941773.92,20
IBM_POS_0133,B23_8001FE5D0,1,1.0,HIGH_CONFIDENCE,4,5890,12153,7429846227.96,5863
IBM_POS_0134,B17753_80AF351E0,1,0.2347,NORMAL,1,14,59,196211.9,2
IBM_POS_0135,B10_8009CF210,1,0.5431,MEDIUM_CONFIDENCE,4,94,255,71002151.22,15
IBM_POS_0136,B4866_8042509A0,1,0.9948,HIGH_CONFIDENCE,2,2,4,52517.86,1
IBM_POS_0137,B13264_8022CFEB0,1,0.5585,MEDIUM_CONFIDENCE,4,27,108,24156197.91,5
IBM_POS_0138,B125906_80E11E6A0,1,0.8652,HIGH_CONFIDENCE,2,6,18,127999.67,1
IBM_POS_0139,B2454_8019EFA70,1,0.529,MEDIUM_CONFIDENCE,1,3,14,1185808.32,0
IBM_POS_0140,B214050_80543C3C0,1,0.9671,HIGH_CONFIDENCE,2,9,32,1185991.22,2
IBM_POS_0141,B12_80010D740,1,0.454,NORMAL,4,83,265,21869512.24,47
IBM_POS_0142,B119_8000DA7D0,1,0.891,HIGH_CONFIDENCE,2,14,26,1586935.98,1
IBM_POS_0143,B70_100428978,1,1.0,HIGH_CONFIDENCE,4,4679,22922,13567080249.64,1472
IBM_POS_0144,B12719_80B445750,1,1.0,HIGH_CONFIDENCE,4,9624,20088,12812071606.93,9599
IBM_POS_0145,B217496_806C8A860,1,0.9633,HIGH_CONFIDENCE,2,3,8,1339297.88,1
IBM_POS_0146,B217_80FD27570,1,0.4963,NORMAL,4,46,170,349986632.5,21
IBM_POS_0147,B12_801DA8990,1,0.7512,HIGH_CONFIDENCE,4,23,95,7677834.54,5
IBM_POS_0148,B22_80D517870,1,0.5887,MEDIUM_CONFIDENCE,4,46,150,34582887.61,4
IBM_POS_0149,B239692_80EA93ED0,1,0.8616,MEDIUM_CONFIDENCE,1,6,22,2259503.73,1
IBM_POS_0150,B1362_800463160,1,0.8948,HIGH_CONFIDENCE,2,6,19,220768.07,1
IBM_POS_0151,B36932_80F1AF780,1,0.7112,HIGH_CONFIDENCE,2,9,28,764299.22,1
IBM_POS_0152,B3149_8013DB9A0,1,0.8907,MEDIUM_CONFIDENCE,1,6,20,255539.66,1
IBM_POS_0153,B229799_80AD2BB10,1,0.9948,HIGH_CONFIDENCE,2,2,4,628329.96,1
IBM_POS_0154,B48526_8120D4990,1,0.891,HIGH_CONFIDENCE,2,14,26,1632544.64,1
IBM_POS_0155,B1853_8010B21A0,1,0.5072,MEDIUM_CONFIDENCE,2,20,57,12130762.16,8
IBM_POS_0156,B21745_800A75B90,1,1.0,HIGH_CONFIDENCE,4,5898,12256,7410637166.11,5860
IBM_POS_0157,B121415_80D2537C0,1,1.0,HIGH_CONFIDENCE,3,8701,32948,13175537286.91,4494
IBM_POS_0158,B149345_812D1AC00,1,0.9974,HIGH_CONFIDENCE,3,506,1086,1094420259.26,475
IBM_POS_0159,B227406_813814C00,1,0.9265,HIGH_CONFIDENCE,2,6,23,1085380.86,1
IBM_POS_0160,B1522_800587B60,1,0.3058,NORMAL,2,7,23,1516446.8,2
IBM_POS_0161,B48309_81239C5C0,1,0.9974,HIGH_CONFIDENCE,3,546,1126,12491675279.64,534
IBM_POS_0162,B9679_8044F5A10,1,1.0,HIGH_CONFIDENCE,4,760,1593,90164667507.49,750
IBM_POS_0163,B21575_801A58F80,1,0.519,MEDIUM_CONFIDENCE,4,44,144,424261370.65,29
IBM_POS_0164,B239173_80FF26B70,1,0.7201,MEDIUM_CONFIDENCE,1,8,28,626775.89,0
IBM_POS_0165,B70_100428810,1,1.0,HIGH_CONFIDENCE,4,3680,18091,11629721496.34,1184
IBM_POS_0166,B20_800BBBEC0,1,0.6756,MEDIUM_CONFIDENCE,2,6,37,812439.57,1
IBM_POS_0167,B2467_801018DA0,1,1.0,HIGH_CONFIDENCE,4,5294,10651,4021438484.9,5282
IBM_POS_0168,B241636_80FC38120,1,0.758,MEDIUM_CONFIDENCE,1,8,32,7547348.96,0
IBM_POS_0169,B18097_807507390,1,1.0,HIGH_CONFIDENCE,4,1055,2157,3564083039.66,1049
IBM_POS_0170,B11318_8011AB110,1,0.7807,HIGH_CONFIDENCE,2,2,2,23042.86,1
IBM_POS_0171,B1655_802078880,1,0.9253,HIGH_CONFIDENCE,2,14,51,5689566.64,2
IBM_POS_0172,B122342_8116734B0,1,0.5634,MEDIUM_CONFIDENCE,2,10,33,47135761.66,3
IBM_POS_0173,B70_1004287C8,1,1.0,HIGH_CONFIDENCE,4,3061,14500,452300837340.53,964
IBM_POS_0174,B112354_80A669990,1,0.5108,MEDIUM_CONFIDENCE,2,10,24,659592.58,2
IBM_POS_0175,B20_800060420,1,1.0,HIGH_CONFIDENCE,4,6045,12755,7339433555.41,5954
IBM_POS_0176,B22164_802528AE0,1,0.2466,NORMAL,2,14,85,6026752.77,1
IBM_POS_0177,B12_8016FDD30,1,0.8946,HIGH_CONFIDENCE,2,3,6,109598.84,1
IBM_POS_0178,B113779_805593540,1,0.7807,HIGH_CONFIDENCE,2,2,2,38761.36,1
IBM_POS_0179,B70_1004286F0,1,1.0,HIGH_CONFIDENCE,4,4187,20388,77222782585.2,1333
IBM_POS_0180,B70_1004289C0,1,1.0,HIGH_CONFIDENCE,4,3785,17792,33948486408.88,1149
IBM_POS_0181,B21381_802FFC060,1,0.1634,NORMAL,1,16,58,429560155.72,7
IBM_POS_0182,B2627_80E2C7260,1,0.7455,HIGH_CONFIDENCE,2,8,30,1349002.51,1
IBM_POS_0183,B1588_80820F1A0,1,0.6311,MEDIUM_CONFIDENCE,2,10,29,3703197.21,5
IBM_POS_0184,B1674_801309540,1,0.4322,NORMAL,2,22,75,1285468.53,10
IBM_POS_0185,B1_800BA6480,1,0.7807,HIGH_CONFIDENCE,2,2,2,14806.14,1
IBM_POS_0186,B21387_80AC0B060,1,0.5543,MEDIUM_CONFIDENCE,2,9,32,860697.15,3
IBM_POS_0187,B18196_80CAE3930,1,0.689,MEDIUM_CONFIDENCE,2,19,69,7836398.29,6
IBM_POS_0188,B14381_805C2AFB0,1,0.4503,NORMAL,1,22,62,133129212862.47,7
IBM_POS_0189,B9482_806694250,1,0.9238,HIGH_CONFIDENCE,2,11,36,575195.69,1
IBM_POS_0190,B4259_801B80F10,1,0.7689,HIGH_CONFIDENCE,2,7,9,46898.45,4
IBM_POS_0191,B28094_80A7322F0,1,0.9523,HIGH_CONFIDENCE,2,10,33,2485652.72,2
IBM_POS_0192,B22_80030CC80,1,0.7867,HIGH_CONFIDENCE,2,10,23,6624810.32,4
IBM_POS_0193,B3242_8015CC830,1,0.4578,NORMAL,2,2,4,28541.98,1
IBM_POS_0194,B6_80A2953E0,1,0.9999,HIGH_CONFIDENCE,3,5964,13921,5157658150.27,5396
IBM_POS_0195,B3229_803FF9220,1,1.0,HIGH_CONFIDENCE,4,5638,11408,6506519629.88,5631
IBM_POS_0196,B24856_8090E8EB0,1,0.925,HIGH_CONFIDENCE,2,6,18,3980386.58,1
IBM_POS_0197,B118202_807540A30,1,0.7355,HIGH_CONFIDENCE,2,11,27,46237947.4,1
IBM_POS_0198,B4726_803CA44E0,1,0.9887,HIGH_CONFIDENCE,2,17,80,5650449.2,5
IBM_POS_0199,B4_812F3E350,1,0.6915,MEDIUM_CONFIDENCE,2,10,24,36143631.69,3
IBM_POS_0200,B20_8001B0FA0,1,0.9109,HIGH_CONFIDENCE,2,6,13,147796.71,1
IBM_NEG_0001,B8354_80AFDEF60,0,0.0002,NORMAL,1,1,4,804.42,0
IBM_NEG_0002,B25113_8094E5E40,1,0.9972,HIGH_CONFIDENCE,3,651,1374,434867882.83,634
IBM_NEG_0003,B12381_8129829C0,0,0.0002,NORMAL,1,1,2,136709.14,0
IBM_NEG_0004,B31845_810CF30B0,0,0.0002,NORMAL,1,1,2,3062.24,0
IBM_NEG_0005,B122352_8128C4A60,0,0.6415,MEDIUM_CONFIDENCE,3,27,110,2623443.64,12
IBM_NEG_0006,B236684_80ED34220,0,0.0449,NORMAL,1,6,26,707937.35,2
IBM_NEG_0007,B240304_80FA62260,0,0.6369,MEDIUM_CONFIDENCE,4,54,206,247183221.11,4
IBM_NEG_0008,B3_8047ACE00,0,0.0002,NORMAL,1,1,4,4451138.34,0
IBM_NEG_0009,B2385_80238C4C0,1,1.0,HIGH_CONFIDENCE,4,9604,20014,12799786210.05,9590
IBM_NEG_0010,B32229_800CD04C0,0,0.0402,NORMAL,1,2,4,55582.6,0
IBM_NEG_0011,B254958_8145827C1,1,0.9972,HIGH_CONFIDENCE,3,764,1576,42667.22,751
IBM_NEG_0012,B136808_80FEBF040,0,0.0002,NORMAL,1,1,2,7217.16,0
IBM_NEG_0013,B16011_8077D6340,0,0.0002,NORMAL,1,1,2,116.84,0
IBM_NEG_0014,B23731_808B6AF90,0,0.0002,NORMAL,1,1,4,142162.52,0
IBM_NEG_0015,B21258_80126F4A0,0,0.0002,NORMAL,1,1,2,6703.38,0
IBM_NEG_0016,B1_800C36370,0,0.0002,NORMAL,1,1,2,43.3,0
IBM_NEG_0017,B24963_805B4BB20,0,0.0081,NORMAL,1,3,22,7546923697.26,0
IBM_NEG_0018,B46504_8118E05A0,0,0.0002,NORMAL,1,1,2,14710.32,0
IBM_NEG_0019,B232259_80C287780,0,0.0002,NORMAL,1,1,2,12.14,0
IBM_NEG_0020,B43923_81070EFE0,0,0.0002,NORMAL,1,1,4,102895.08,0
IBM_NEG_0021,B2591_8014A1950,0,0.0002,NORMAL,1,1,2,23.36,0
IBM_NEG_0022,B1047_802310880,0,0.2569,NORMAL,2,7,23,2986065.21,3
IBM_NEG_0023,B12_80150EA80,0,0.3089,NORMAL,2,14,61,10004679.79,2
IBM_NEG_0024,B344042_810D25A50,0,0.1287,NORMAL,2,12,23,28979447.52,6
IBM_NEG_0025,B22091_811FA62F0,0,0.0057,NORMAL,1,4,25,1500235.38,1
IBM_NEG_0026,B17732_8053EFF70,0,0.0002,NORMAL,1,1,4,16197.68,0
IBM_NEG_0027,B3_804A144F0,0,0.4011,NORMAL,4,31,139,530957486.62,8
IBM_NEG_0028,B310600_803FA0600,0,0.0002,NORMAL,1,1,2,420311.36,0
IBM_NEG_0029,B31144_81166E430,0,0.2189,NORMAL,2,23,89,2546048.56,9
IBM_NEG_0030,B21_803AFA770,0,0.1373,NORMAL,2,14,55,424589955.49,5
IBM_NEG_0031,B113060_80A65D550,1,1.0,HIGH_CONFIDENCE,4,12807,54259,29723531208.02,5002
IBM_NEG_0032,B3123_807462E10,0,0.0002,NORMAL,1,1,2,133706.92,0
IBM_NEG_0033,B123997_80A3C3420,0,0.105,NORMAL,1,5,16,582697.28,1
IBM_NEG_0034,B145106_810F1CF00,0,0.0002,NORMAL,1,1,2,239659.72,0
IBM_NEG_0035,B116781_806F27260,0,0.2529,NORMAL,1,10,37,122911118.11,0
IBM_NEG_0036,B123869_809023D40,0,0.3731,NORMAL,1,9,33,633976.38,1
IBM_NEG_0037,B220_80FE56C70,0,0.6064,MEDIUM_CONFIDENCE,4,24,110,125063539.41,11
IBM_NEG_0038,B225215_809D2D3D0,0,0.7655,HIGH_CONFIDENCE,2,7,16,19466.35,3
IBM_NEG_0039,B225263_810024B10,0,0.0002,NORMAL,1,1,2,42561.66,0
IBM_NEG_0040,B222773_808AEEDD0,0,0.0002,NORMAL,1,1,2,12.86,0
IBM_NEG_0041,B29069_80C12E2E0,0,0.4111,NORMAL,1,7,25,227270.15,2
IBM_NEG_0042,B10344_8056ECDD0,0,0.1566,NORMAL,1,4,16,552412.73,0
IBM_NEG_0043,B3211_8008BB570,0,0.0002,NORMAL,1,1,2,39986.04,0
IBM_NEG_0044,B15863_8025F6B70,1,1.0,HIGH_CONFIDENCE,4,12804,54245,29716996190.73,4999
IBM_NEG_0045,B229620_80EBE2680,0,0.0002,NORMAL,1,1,2,12886.56,0
IBM_NEG_0046,B795_8013D9520,0,0.3056,NORMAL,2,9,28,912465.74,4
IBM_NEG_0047,B15730_811096700,0,0.0002,NORMAL,1,1,2,6.1,0
IBM_NEG_0048,B133490_80FBF7560,0,0.0002,NORMAL,1,1,2,20826.4,0
IBM_NEG_0049,B1588_8006E6380,0,0.2932,NORMAL,4,42,158,66258723.0,19
IBM_NEG_0050,B14387_806446B50,0,0.2045,NORMAL,3,29,93,47027079.63,13
IBM_NEG_0051,B1024_8006BAB70,1,1.0,HIGH_CONFIDENCE,4,5873,12118,7814209673.34,5850
IBM_NEG_0052,B27637_803AE56A0,1,1.0,HIGH_CONFIDENCE,4,9618,20079,12684138077.1,9593
IBM_NEG_0053,B908_8007605E0,0,0.2765,NORMAL,4,63,210,31401613.99,28
IBM_NEG_0054,B210404_80BF70D60,0,0.6706,MEDIUM_CONFIDENCE,1,4,16,821872.97,0
IBM_NEG_0055,B34604_80CBFE3A0,0,0.6082,MEDIUM_CONFIDENCE,4,53,200,683836267.45,1
IBM_NEG_0056,B7478_8057B4DB0,0,0.1864,NORMAL,2,9,36,2671036.34,1
IBM_NEG_0057,B352604_813985110,0,0.0002,NORMAL,1,1,2,29666.7,0
IBM_NEG_0058,B12797_80132D340,0,0.1882,NORMAL,4,46,176,34230951.74,20
IBM_NEG_0059,B43460_8100BE730,0,0.2035,NORMAL,4,31,128,35575981.98,14
IBM_NEG_0060,B17907_80E009870,0,0.141,NORMAL,1,10,40,2619945.06,0
IBM_NEG_0061,B46616_8115E9030,1,1.0,HIGH_CONFIDENCE,3,966,2035,2675175682.32,955
