complaint_id,embedding_001,embedding_002,embedding_003,embedding_004,embedding_005,embedding_006,embedding_007,embedding_008,embedding_009,embedding_010,embedding_011,embedding_012,embedding_013,embedding_014,embedding_015,embedding_016,embedding_017,embedding_018,embedding_019,embedding_020,embedding_021,embedding_022,embedding_023,embedding_024,embedding_025,embedding_026,embedding_027,embedding_028,embedding_029,embedding_030,embedding_031,embedding_032,embedding_033,embedding_034,embedding_035,embedding_036,embedding_037,embedding_038,embedding_039,embedding_040,embedding_041,embedding_042,embedding_043,embedding_044,embedding_045,embedding_046,embedding_047,embedding_048,embedding_049,embedding_050,embedding_051,embedding_052,embedding_053,embedding_054,embedding_055,embedding_056,embedding_057,embedding_058,embedding_059,embedding_060,embedding_061,embedding_062,embedding_063,embedding_064
C000020,0.058593664,0.0,0.3464692,1.1573185,2.1732967,0.031706966,1.3367703,0.9928782,0.6762539,0.0,0.0845235,0.96801376,1.9324496,1.8488908,2.0100267,0.0,0.57291,0.2861135,0.540262,0.0,0.0,0.0,0.9689402,0.004074282,0.3049266,1.7523453,1.2053362,1.5408154,0.0,1.9656287,0.5527709,0.0,0.3302788,1.9507879,1.8826463,1.7856822,2.22474,2.0847409,0.0,1.2071468,1.8669327,0.0,1.0585744,1.3687289,0.8805868,2.5580053,0.2652279,0.053578597,2.0516424,1.3718829,0.6286952,1.9528139,0.19266342,1.0024513,8.066661e-05,2.1814194,1.3964912,1.08978,1.1158755,2.213037,0.0,0.6724165,0.0,0.21622144
C000021,0.729636,0.0,0.0,0.0,2.5039473,0.0,0.12996747,2.6750698,0.0,0.36901152,0.0,0.0,3.1163478,2.4377117,3.2856114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649074,0.0,0.0,2.5592787,2.6460888,2.8561447,0.013140261,2.5320082,0.0,0.0,0.0,2.5744147,0.5698613,0.7027937,2.1129594,2.408655,0.0,0.0,1.4187118,0.0,2.2324708,2.2325616,0.0,3.1136608,0.0,0.17093569,3.9270272,3.0442824,0.0,1.7120422,0.0,0.0,0.15815073,2.9256446,2.29116,0.0,0.0,1.8554947,0.0,2.0361338,0.0,0.0
C000022,0.2769981,0.0,0.0,0.22383815,2.6294594,0.0,0.53660405,2.2127652,0.0,0.09975351,0.0,0.0,2.7892437,2.6823385,3.0723755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660244,0.0,0.0,2.723032,2.4126952,2.5294514,0.0,2.4853961,0.0,0.0,0.0,2.7879221,1.1412195,1.2409099,2.301105,2.5448956,0.0,0.2691876,1.5849996,0.0,2.038437,2.1176028,0.18291852,3.3077788,0.0,0.11758369,3.4346046,2.6925716,0.0,1.9124174,0.0,0.0,0.04527392,2.685305,2.2196608,0.11826088,0.085058816,2.1191502,0.0,1.6671028,0.0,0.0
C000023,0.108859986,0.0,0.0,0.7390528,2.2645586,0.0,0.9613306,1.7944565,0.119384706,0.0,0.0,0.34969196,2.61442,2.4070783,2.862401,0.0,0.0034296985,0.08355393,0.0,0.0,0.0,0.0,1.4802489,0.0,0.0,2.4061646,1.7196685,1.9229091,0.0023486714,2.3074548,0.028325846,0.0,0.0,2.5863557,1.4469051,1.3679109,2.3345604,2.3787751,0.0,0.6872549,1.7049128,0.0,1.6292062,2.1846414,0.32043996,3.0808446,0.0,0.022127548,3.1565018,2.2034452,0.09184887,2.0816064,0.0,0.4437772,0.03374244,2.5668385,1.9391774,0.4078015,0.75953984,2.1725304,0.0,1.2888038,0.0,0.0
C000024,0.0198607,0.0,1.3891945,2.0560842,2.077239,0.6145238,2.1540604,0.5863257,1.8302484,0.0010665708,0.9147484,2.0248659,1.6830455,1.2436607,1.3871303,0.0,1.6941367,1.0229387,1.8654155,0.0,0.0,0.0,0.52686197,0.0,1.1851215,1.2902586,0.8904416,1.1407913,0.018379804,1.3896804,1.5569127,0.0,1.3876184,1.3085922,2.3123958,2.406547,2.490171,1.8939474,0.0,2.0872583,2.4131615,0.0,0.6970729,0.8798334,2.0935001,2.0858567,1.2001697,0.025791613,1.4662801,0.9409711,1.6906182,2.295356,1.2944286,1.9382694,0.00012310398,2.0628526,0.8516439,2.372221,1.9604851,2.6803882,0.0,0.3874374,0.03211226,1.2824541
C000025,0.696126,0.0,0.0,0.0,2.5342028,0.0,0.047601447,2.6226008,0.0,0.36705855,0.0,0.0,3.0401688,2.3507307,3.2394273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.831,0.0,0.0,2.5469916,2.6222384,2.7621179,0.027540416,2.446895,0.0,0.0,0.0,2.479915,0.6098055,0.7034791,2.105668,2.420605,0.0,0.0,1.3785869,0.0,2.2574883,2.1214201,0.0,3.1258848,0.0,0.17758855,3.878368,3.0233765,0.0,1.6831124,0.0,0.0,0.17085516,2.9103386,2.249491,0.0,0.0,1.7711065,0.0,1.9889945,0.0,0.0
C000026,0.8775309,0.0,0.0,0.0,2.3738053,0.0,0.60569036,2.941982,0.0,0.3794122,0.0,0.0,3.555804,2.9412303,3.5608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039908,0.0,0.0,2.656227,2.8000495,3.3914165,0.0,3.0378509,0.0,0.0,0.0,3.1064951,0.38005775,0.7756757,2.1822622,2.3856287,0.0,0.0,1.674586,0.0,2.080163,2.8934863,0.0,3.0689096,0.0,0.0933929,4.2264853,3.122848,0.0,1.890082,0.0,0.0,0.08771529,3.013198,2.5262172,0.0,0.0,2.3522701,0.0,2.3106277,0.0,0.0
C000027,0.16629979,0.0,0.062246196,0.6263913,2.3173332,0.012836231,0.9672157,1.4593735,0.27590767,0.045534313,0.0,0.3818631,2.2301145,2.2729049,2.4006732,0.0,0.26762566,0.10339868,0.14076938,0.0,0.0,0.0,1.153022,0.0,0.05367107,2.2102835,1.8757027,1.9682013,0.0,2.094397,0.2756033,0.0,0.011456139,2.4304721,1.3775952,1.4761114,2.09236,2.139989,0.0,0.73479384,1.6446384,0.0,1.4613993,1.5887432,0.3644226,2.784027,0.09984907,0.10396292,2.545568,1.9013636,0.25514328,1.8169131,0.011782698,0.62806803,0.047934644,2.2378354,1.666999,0.58639467,0.46704912,2.0877814,0.0,1.063805,0.0,0.09597718
C000028,0.81192553,0.0,0.0,0.0,2.434763,0.0,0.38136184,2.8160632,0.0,0.36757368,0.0,0.0,3.3519561,2.7065053,3.4208841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9609574,0.0,0.0,2.6066117,2.7208223,3.1430125,0.0,2.8064985,0.0,0.0,0.0,2.8606148,0.45947284,0.729168,2.1429167,2.3953414,0.0,0.0,1.5574709,0.0,2.140359,2.5853722,0.0,3.0873787,0.0,0.13060932,4.0913877,3.086752,0.0,1.8114393,0.0,0.0,0.11778076,2.9736452,2.4173107,0.0,0.0,2.1173444,0.0,2.1745746,0.0,0.0
C000029,0.8647024,0.0,0.0,0.0,2.384473,0.0,0.56054735,2.9158762,0.0,0.37618676,0.0,0.0,3.5153084,2.893761,3.5304735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0231228,0.0,0.0,2.6466322,2.7829928,3.3410366,0.0,2.9912567,0.0,0.0,0.0,3.0558143,0.3940068,0.76448125,2.1723015,2.3874998,0.0,0.0,1.6511025,0.0,2.0906887,2.8321166,0.0,3.0717545,0.0,0.10027614,4.2002554,3.1151469,0.0,1.8747122,0.0,0.0,0.093690306,3.0045085,2.5039296,0.0,0.0,2.3050115,0.0,2.2835693,0.0,0.0
C000030,0.017566536,0.0,3.5986862,4.2185454,3.6468549,0.9816652,5.0605197,0.70323086,4.7734213,0.0,3.0147734,5.021714,2.062278,1.6660262,2.1407595,0.0,4.784802,3.1664119,5.1115665,0.0329307,0.0,0.0,0.8818443,0.0,3.7549045,1.0862188,0.64835143,1.2405796,0.002547509,1.9957052,4.1304665,0.07667848,4.025985,1.2162719,5.7648616,4.7886276,4.8734403,3.519412,0.0,4.8203897,5.4882693,0.0,0.42310596,1.2396162,4.546772,3.601039,3.0329218,0.01572167,1.7606366,0.8397535,4.2537484,4.9811015,3.6436453,4.1803403,0.0,4.2870426,1.3827606,5.2329016,4.866457,5.2297053,0.0,0.6823612,0.027699117,3.7015038
C000031,0.13222831,0.0,1.6020123,2.2718408,2.6845803,0.63065207,2.4969273,1.4511846,2.0226512,0.014151199,0.93502665,2.207536,2.23042,1.8059936,1.8815343,0.0,1.8973289,0.8807202,2.0174267,0.0,0.0,0.0,0.8864019,0.0,1.1676586,1.8181877,1.3009593,1.775156,0.121206805,1.6254961,1.6868231,0.0,1.4143021,1.9031568,2.5471525,2.7512887,2.9679265,2.5586803,0.0,2.2411485,2.8878603,0.0,1.2724106,1.5551666,2.242951,2.7499464,1.3618631,0.0012272615,2.2308347,1.5760074,1.8561089,2.6475723,1.3585625,2.0042534,0.024464779,2.6692193,1.0153816,2.6943703,1.7612712,3.2163339,0.0,1.1402266,0.0,1.3996298
C000032,0.75878924,0.0,0.0,0.0,2.4793167,0.0,0.21373546,2.7229314,0.0,0.3695552,0.0,0.0,3.1938734,2.5259542,3.330097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8973203,0.0,0.0,2.5743856,2.6707563,2.951527,0.0,2.6225448,0.0,0.0,0.0,2.6697898,0.5324346,0.70921063,2.1225028,2.4023447,0.0,0.0,1.4630224,0.0,2.203078,2.3481114,0.0,3.1048453,0.0,0.15907115,3.9803672,3.0599957,0.0,1.7442949,0.0,0.0,0.14499202,2.940943,2.3322673,0.0,0.0,1.9427671,0.0,2.0827994,0.0,0.0
C000033,0.82522357,0.0,0.0,0.0,2.4228733,0.0,0.4242538,2.839795,0.0,0.36788598,0.0,0.0,3.391989,2.7521572,3.4448776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9765782,0.0,0.0,2.6154144,2.7342253,3.1913562,0.0,2.8525069,0.0,0.0,0.0,2.9084718,0.44159377,0.735225,2.1484883,2.3935044,0.0,0.0,1.5810004,0.0,2.125602,2.6455722,0.0,3.0830424,0.0,0.12323865,4.119076,3.0935109,0.0,1.8279376,0.0,0.0,0.11124973,2.9815338,2.4386315,0.0,0.0,2.1621108,0.0,2.199076,0.0,0.0
C000034,0.8775309,0.0,0.0,0.0,2.3738053,0.0,0.60569036,2.941982,0.0,0.3794122,0.0,0.0,3.555804,2.9412303,3.5608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039908,0.0,0.0,2.656227,2.8000495,3.3914165,0.0,3.0378509,0.0,0.0,0.0,3.1064951,0.38005775,0.7756757,2.1822622,2.3856287,0.0,0.0,1.674586,0.0,2.080163,2.8934863,0.0,3.0689096,0.0,0.0933929,4.2264853,3.122848,0.0,1.890082,0.0,0.0,0.08771529,3.013198,2.5262172,0.0,0.0,2.3522701,0.0,2.3106277,0.0,0.0
C000035,0.029702142,0.0,2.2725892,2.6652124,2.290507,0.9876456,3.0346444,0.7055227,2.473852,0.0030056399,1.4952679,2.8461218,1.5142204,1.144115,1.2113475,0.0,2.5259597,1.388557,2.9467144,0.0,0.0,0.0,0.37372485,0.0,1.8551596,1.2362615,0.7427308,1.098815,0.030538745,1.0677019,2.1101413,0.0,2.1882427,1.3477374,2.8478906,2.9731712,3.0075903,2.1572425,0.0019625148,2.8221142,3.0290034,0.0,0.6946724,1.0509998,2.8541892,2.0094697,1.8489546,0.005256983,1.3224207,1.001713,2.383033,2.7088096,1.9729611,2.6724179,0.0071532796,2.4156272,0.6308517,3.5664816,2.3837008,3.3652222,0.0,0.53959656,0.0,2.1767273
C000036,0.239597,0.0,0.0,0.27226463,2.8029218,0.0,0.7220102,2.2488887,0.0,0.17493832,0.0,0.0,2.878985,2.9168675,3.2706456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7997366,0.0,0.0,2.9517643,2.702233,2.6018305,0.006111371,2.5236561,0.0,0.0,0.0,3.1452045,1.0477705,1.3003461,2.3927217,2.6447148,0.0,0.3022552,1.6727144,0.0,2.0817132,2.1108854,0.0,3.5021043,0.0,0.078382164,3.6366267,2.8262095,0.0,1.9433467,0.0,0.23075366,0.09659,2.7713094,2.3253045,0.16310197,0.018311154,2.2947695,0.0,1.6916053,0.0,0.0
C000037,0.74550515,0.0,0.0,0.0,2.4904547,0.0,0.17182887,2.6996484,0.0,0.37005058,0.0,0.0,3.1543527,2.4808168,3.3073995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8814107,0.0,0.0,2.566329,2.6582396,2.9036553,0.0057647005,2.576556,0.0,0.0,0.0,2.6220841,0.5506752,0.70422125,2.117399,2.4040956,0.0,0.0,1.4394102,0.0,2.2187576,2.2887962,0.0,3.1092117,0.0,0.16618675,3.9526124,3.0533063,0.0,1.7275084,0.0,0.0,0.15179497,2.9327679,2.3110068,0.0,0.0,1.899123,0.0,2.059856,0.0,0.0
C000038,0.82522357,0.0,0.0,0.0,2.4228733,0.0,0.4242538,2.839795,0.0,0.36788598,0.0,0.0,3.391989,2.7521572,3.4448776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9765782,0.0,0.0,2.6154144,2.7342253,3.1913562,0.0,2.8525069,0.0,0.0,0.0,2.9084718,0.44159377,0.735225,2.1484883,2.3935044,0.0,0.0,1.5810004,0.0,2.125602,2.6455722,0.0,3.0830424,0.0,0.12323865,4.119076,3.0935109,0.0,1.8279376,0.0,0.0,0.11124973,2.9815338,2.4386315,0.0,0.0,2.1621108,0.0,2.199076,0.0,0.0
C000039,0.0,0.0,0.3575066,1.1296313,2.9768448,0.0,1.8667939,2.2105315,0.4743458,0.14052401,0.38001263,0.6117453,3.8513575,2.845447,3.3610635,0.0,0.28735423,0.040676355,0.9032639,0.0,0.0,0.0,1.5713011,0.0,0.0,3.1805944,3.1758986,3.0969126,0.6495085,3.0640016,0.40572774,0.0,0.029318254,3.618318,1.4848347,2.1029153,2.8538208,2.5924425,0.0,0.8691782,2.5133495,0.0,2.1140301,2.6723647,1.0858772,3.3858476,0.07550062,0.0,3.6269042,2.8447366,0.7750208,2.5026097,0.08432019,1.6919007,0.0,3.3410048,2.3324585,1.8649832,0.6075334,3.85297,0.0,2.0907834,0.0,0.0
