entity_id,state,city,latitude,longitude
ENT_000078,Madhya Pradesh,Bhopal,23.263423,77.381141
ENT_000079,Rajasthan,Jaipur,26.935922,75.82013
ENT_000080,Punjab,Chandigarh,30.75105,76.760947
ENT_000081,Tamil Nadu,Chennai,13.081695,80.250662
ENT_000082,Tamil Nadu,Chennai,13.110871,80.247225
ENT_000083,West Bengal,Kolkata,22.606572,88.347464
ENT_000084,Kerala,Kochi,9.951159,76.252267
ENT_000085,Odisha,Bhubaneswar,20.328112,85.85918
ENT_000086,Rajasthan,Jaipur,26.923731,75.786367
ENT_000087,Delhi,Delhi,28.59967,77.24181
ENT_000088,Uttar Pradesh,Lucknow,26.863202,80.915467
ENT_000089,Telangana,Hyderabad,17.354002,78.492592
ENT_000090,Rajasthan,Jaipur,26.941757,75.789479
ENT_000091,West Bengal,Kolkata,22.604855,88.334508
ENT_000092,Maharashtra,Pune,18.490196,73.826457
ENT_000093,Madhya Pradesh,Bhopal,23.241364,77.385992
ENT_000094,Punjab,Chandigarh,30.738177,76.784924
ENT_000095,West Bengal,Kolkata,22.580957,88.358246
ENT_000096,Uttar Pradesh,Lucknow,26.851266,80.933346
ENT_000097,Karnataka,Bengaluru,12.950898,77.609733
ENT_000098,Delhi,Delhi,28.597493,77.183161
ENT_000099,Bihar,Patna,25.5801,85.124732
ENT_000100,Kerala,Kochi,9.961701,76.232952
ENT_000101,Uttar Pradesh,Lucknow,26.881592,80.980927
ENT_000102,Maharashtra,Mumbai,19.078634,72.878112
ENT_000103,Maharashtra,Pune,18.550728,73.88336
ENT_000104,Punjab,Chandigarh,30.7154,76.764349
ENT_000105,Gujarat,Ahmedabad,23.045862,72.585648
ENT_000106,Uttar Pradesh,Lucknow,26.88057,80.967697
ENT_000107,Rajasthan,Jaipur,26.877948,75.809497
ENT_000108,Karnataka,Bengaluru,13.001823,77.566851
ENT_000109,Punjab,Chandigarh,30.7077,76.75248
ENT_000110,Maharashtra,Mumbai,19.092969,72.853581
ENT_000111,Karnataka,Bengaluru,12.978938,77.609833
ENT_000112,Delhi,Delhi,28.627025,77.233704
ENT_000113,Rajasthan,Jaipur,26.911597,75.815674
ENT_000114,Madhya Pradesh,Bhopal,23.228456,77.422
ENT_000115,Madhya Pradesh,Bhopal,23.244268,77.377848
ENT_000116,Kerala,Kochi,9.905357,76.300886
ENT_000117,Maharashtra,Pune,18.537286,73.860318
ENT_000118,Tamil Nadu,Chennai,13.086963,80.243531
ENT_000119,Punjab,Chandigarh,30.746671,76.754834
ENT_000120,West Bengal,Kolkata,22.596022,88.369676
ENT_000121,Maharashtra,Pune,18.515485,73.824628
ENT_000122,Telangana,Hyderabad,17.412929,78.507429
ENT_000123,Madhya Pradesh,Bhopal,23.227693,77.402647
ENT_000124,Bihar,Patna,25.576567,85.109796
ENT_000125,Kerala,Kochi,9.935392,76.29353
ENT_000126,Uttar Pradesh,Lucknow,26.864163,80.976003
ENT_000127,Delhi,Delhi,28.639422,77.242334
ENT_000128,Kerala,Kochi,9.908594,76.261161
ENT_000129,Maharashtra,Pune,18.53696,73.844953
ENT_000130,Punjab,Chandigarh,30.72712,76.791293
ENT_000131,Odisha,Bhubaneswar,20.317852,85.808176
ENT_000132,Kerala,Kochi,9.945289,76.259078
ENT_000133,West Bengal,Kolkata,22.597702,88.34447
ENT_000134,Madhya Pradesh,Bhopal,23.289192,77.402076
ENT_000135,Madhya Pradesh,Bhopal,23.280574,77.393532
ENT_000136,West Bengal,Kolkata,22.583802,88.356793
ENT_000137,Karnataka,Bengaluru,12.997105,77.627282
ENT_000138,Karnataka,Bengaluru,12.96118,77.595258
ENT_000139,Bihar,Patna,25.62778,85.140135
ENT_000140,West Bengal,Kolkata,22.545674,88.396828
ENT_000141,Maharashtra,Pune,18.526041,73.890549
ENT_000142,West Bengal,Kolkata,22.545188,88.359319
ENT_000143,Odisha,Bhubaneswar,20.31615,85.820048
ENT_000144,Rajasthan,Jaipur,26.885495,75.815265
ENT_000145,Delhi,Delhi,28.596731,77.223615
ENT_000146,West Bengal,Kolkata,22.573994,88.385356
ENT_000147,Bihar,Patna,25.60946,85.154537
ENT_000148,Bihar,Patna,25.572892,85.132791
ENT_000149,Bihar,Patna,25.623554,85.146221
ENT_000150,Bihar,Patna,25.618461,85.152983
ENT_000151,Karnataka,Bengaluru,12.972099,77.606283
ENT_000152,Telangana,Hyderabad,17.378168,78.472396
ENT_000153,Maharashtra,Pune,18.498829,73.868245
ENT_000154,Tamil Nadu,Chennai,13.095112,80.298896
ENT_000155,Uttar Pradesh,Lucknow,26.851537,80.939625
ENT_000156,Madhya Pradesh,Bhopal,23.224928,77.397684
ENT_000157,Tamil Nadu,Chennai,13.102703,80.278166
ENT_000158,Telangana,Hyderabad,17.382549,78.482651
ENT_000159,Delhi,Delhi,28.614682,77.229561
ENT_000160,Kerala,Kochi,9.947717,76.27842
ENT_000161,Karnataka,Bengaluru,12.972682,77.603906
ENT_000162,Telangana,Hyderabad,17.356537,78.51834
ENT_000163,Delhi,Delhi,28.625996,77.189725
ENT_000164,Delhi,Delhi,28.589215,77.177235
ENT_000165,Gujarat,Ahmedabad,23.030289,72.590194
ENT_000166,Gujarat,Ahmedabad,23.016511,72.580484
ENT_000167,Delhi,Delhi,28.629184,77.200878
ENT_000168,Tamil Nadu,Chennai,13.064779,80.281624
ENT_000169,West Bengal,Kolkata,22.600086,88.389131
ENT_000170,Punjab,Chandigarh,30.705761,76.77416
ENT_000171,Maharashtra,Pune,18.541688,73.870414
ENT_000172,Gujarat,Ahmedabad,22.991015,72.553844
ENT_000173,Madhya Pradesh,Bhopal,23.233395,77.386934
ENT_000174,Gujarat,Ahmedabad,23.03423,72.605552
ENT_000175,Uttar Pradesh,Lucknow,26.833911,80.964068
ENT_000176,Gujarat,Ahmedabad,23.030386,72.586749
ENT_000177,Rajasthan,Jaipur,26.907272,75.81578
ENT_000178,Gujarat,Ahmedabad,23.050305,72.588456
ENT_000179,Gujarat,Ahmedabad,23.019005,72.589024
ENT_000180,Madhya Pradesh,Bhopal,23.269536,77.431207
ENT_000181,Rajasthan,Jaipur,26.911322,75.769047
ENT_000182,Gujarat,Ahmedabad,22.992924,72.556401
ENT_000183,Karnataka,Bengaluru,12.960109,77.622112
ENT_000184,Maharashtra,Mumbai,19.050686,72.858888
ENT_000185,Odisha,Bhubaneswar,20.271796,85.804477
ENT_000186,Tamil Nadu,Chennai,13.076232,80.273683
ENT_000187,Tamil Nadu,Chennai,13.052059,80.294002
ENT_000188,Tamil Nadu,Chennai,13.111039,80.276586
ENT_000189,Odisha,Bhubaneswar,20.262467,85.851146
ENT_000190,Uttar Pradesh,Lucknow,26.838327,80.911613
ENT_000191,Telangana,Hyderabad,17.370903,78.478999
ENT_000192,Punjab,Chandigarh,30.76504,76.773731
ENT_000193,Odisha,Bhubaneswar,20.312524,85.845491
ENT_000194,Punjab,Chandigarh,30.713738,76.75976
ENT_000195,Tamil Nadu,Chennai,13.081695,80.26292
ENT_000196,Bihar,Patna,25.60664,85.130902
ENT_000197,Maharashtra,Pune,18.544235,73.886068
ENT_000198,Uttar Pradesh,Lucknow,26.849089,80.974685
ENT_000199,Uttar Pradesh,Lucknow,26.851207,80.913097
ENT_000200,Bihar,Patna,25.589103,85.16328
ENT_000201,Maharashtra,Pune,18.48892,73.848237
ENT_000202,Delhi,Delhi,28.610729,77.197625
ENT_000203,Punjab,Chandigarh,30.724839,76.797041
ENT_000204,Madhya Pradesh,Bhopal,23.25441,77.436044
ENT_000205,Gujarat,Ahmedabad,22.988857,72.574159
ENT_000206,Telangana,Hyderabad,17.365696,78.456503
ENT_000207,Bihar,Patna,25.561918,85.104772
ENT_000208,Delhi,Delhi,28.592855,77.175427
ENT_000209,Maharashtra,Pune,18.502098,73.854849
ENT_000210,Maharashtra,Mumbai,19.080478,72.857958
ENT_000211,Odisha,Bhubaneswar,20.279037,85.815323
ENT_000212,Uttar Pradesh,Lucknow,26.854207,80.963555
ENT_000213,Maharashtra,Mumbai,19.095445,72.854164
ENT_000214,Karnataka,Bengaluru,12.944167,77.561397
ENT_000215,Karnataka,Bengaluru,12.976906,77.623162
ENT_000216,Tamil Nadu,Chennai,13.075466,80.285751
ENT_000217,Maharashtra,Mumbai,19.082447,72.90084
ENT_000218,Delhi,Delhi,28.586033,77.228074
ENT_000219,Madhya Pradesh,Bhopal,23.272798,77.433987
ENT_000220,Kerala,Kochi,9.965069,76.287084
ENT_000221,Telangana,Hyderabad,17.387292,78.498006
ENT_000222,Maharashtra,Mumbai,19.076417,72.866586
ENT_000223,Madhya Pradesh,Bhopal,23.254304,77.411914
ENT_000224,Tamil Nadu,Chennai,13.114955,80.280191
ENT_000225,Madhya Pradesh,Bhopal,23.257082,77.388309
ENT_000226,Maharashtra,Pune,18.536766,73.889283
ENT_000227,Karnataka,Bengaluru,12.979714,77.623973
ENT_000228,Kerala,Kochi,9.930045,76.26279
ENT_000229,Odisha,Bhubaneswar,20.302573,85.812061
ENT_000230,Delhi,Delhi,28.637051,77.180066
ENT_000231,Punjab,Chandigarh,30.729856,76.796933
ENT_000232,Uttar Pradesh,Lucknow,26.854423,80.937729
ENT_000233,West Bengal,Kolkata,22.572201,88.351651
ENT_000234,Gujarat,Ahmedabad,23.002348,72.592248
ENT_000235,Telangana,Hyderabad,17.369576,78.493431
ENT_000236,Punjab,Chandigarh,30.717639,76.745111
ENT_000237,Delhi,Delhi,28.584893,77.224405
ENT_000238,Gujarat,Ahmedabad,23.026362,72.553223
ENT_000239,Gujarat,Ahmedabad,23.032713,72.570757
ENT_000240,Kerala,Kochi,9.897407,76.252896
ENT_000241,Tamil Nadu,Chennai,13.096125,80.257134
ENT_000242,Uttar Pradesh,Lucknow,26.837531,80.949943
ENT_000243,Telangana,Hyderabad,17.379785,78.503915
ENT_000244,Telangana,Hyderabad,17.374627,78.483462
ENT_000245,Karnataka,Bengaluru,12.954198,77.568046
ENT_000246,Delhi,Delhi,28.600988,77.226002
ENT_000247,Kerala,Kochi,9.944511,76.245708
ENT_000248,Odisha,Bhubaneswar,20.294994,85.840221
ENT_000249,Kerala,Kochi,9.932925,76.25211
ENT_000250,Maharashtra,Mumbai,19.099284,72.863437
ENT_000251,Telangana,Hyderabad,17.362561,78.45269
ENT_000252,Rajasthan,Jaipur,26.886261,75.755486
ENT_000253,West Bengal,Kolkata,22.576335,88.377719
ENT_000254,Maharashtra,Pune,18.530051,73.874395
ENT_000255,Maharashtra,Mumbai,19.10209,72.882884
ENT_000256,Gujarat,Ahmedabad,23.02101,72.560249
ENT_000257,West Bengal,Kolkata,22.555273,88.389221
ENT_000258,Maharashtra,Mumbai,19.098548,72.87075
ENT_000259,Maharashtra,Mumbai,19.081391,72.890752
ENT_000260,Maharashtra,Pune,18.495844,73.861099
ENT_000261,Karnataka,Bengaluru,12.942563,77.576973
ENT_000262,Rajasthan,Jaipur,26.930911,75.794742
ENT_000263,Kerala,Kochi,9.939489,76.286599
ENT_000264,Tamil Nadu,Chennai,13.079236,80.26669
ENT_000265,Madhya Pradesh,Bhopal,23.266097,77.407618
ENT_000266,Uttar Pradesh,Lucknow,26.855172,80.953874
ENT_000267,Odisha,Bhubaneswar,20.268046,85.842892
ENT_000268,Bihar,Patna,25.573872,85.14883
ENT_000269,Maharashtra,Pune,18.502191,73.860339
ENT_000270,Maharashtra,Pune,18.485587,73.853235
ENT_000271,Uttar Pradesh,Lucknow,26.844594,80.913485
ENT_000272,Karnataka,Bengaluru,12.986087,77.608809
ENT_000273,Gujarat,Ahmedabad,22.992483,72.55274
ENT_000274,Karnataka,Bengaluru,12.991748,77.603354
ENT_000275,Bihar,Patna,25.615373,85.116447
ENT_000276,Maharashtra,Mumbai,19.079119,72.888034
ENT_000277,Punjab,Chandigarh,30.716894,76.754357
ENT_000278,West Bengal,Kolkata,22.549215,88.350433
ENT_000279,Odisha,Bhubaneswar,20.318797,85.853983
ENT_000280,Gujarat,Ahmedabad,22.996205,72.584607
ENT_000281,Odisha,Bhubaneswar,20.289276,85.808557
ENT_000282,Rajasthan,Jaipur,26.911966,75.757931
ENT_000283,West Bengal,Kolkata,22.59986,88.380317
ENT_000284,Uttar Pradesh,Lucknow,26.829226,80.917593
ENT_000285,Bihar,Patna,25.617617,85.142864
ENT_000286,West Bengal,Kolkata,22.60757,88.37596
ENT_000287,Karnataka,Bengaluru,12.976937,77.613018
ENT_000288,Maharashtra,Pune,18.518335,73.867306
ENT_000289,Punjab,Chandigarh,30.717771,76.814186
ENT_000290,Tamil Nadu,Chennai,13.092135,80.270121
ENT_000291,Maharashtra,Mumbai,19.073901,72.871284
ENT_000292,Telangana,Hyderabad,17.396909,78.511741
ENT_000293,Telangana,Hyderabad,17.378815,78.486383
ENT_000294,Bihar,Patna,25.625264,85.15955
ENT_000295,Rajasthan,Jaipur,26.879969,75.758464
ENT_000296,Karnataka,Bengaluru,12.959229,77.627513
ENT_000297,Tamil Nadu,Chennai,13.108244,80.293445
ENT_000298,West Bengal,Kolkata,22.583636,88.366882
ENT_000299,Tamil Nadu,Chennai,13.051494,80.271991
ENT_000300,Uttar Pradesh,Lucknow,26.864651,80.954979
ENT_000301,Kerala,Kochi,9.899813,76.250994
ENT_000302,Maharashtra,Pune,18.550337,73.852368
ENT_000303,Odisha,Bhubaneswar,20.29503,85.791521
ENT_000304,Bihar,Patna,25.601721,85.119351
ENT_000305,Maharashtra,Pune,18.507153,73.822657
ENT_000306,Tamil Nadu,Chennai,13.054225,80.305158
ENT_000307,Punjab,Chandigarh,30.706242,76.810694
ENT_000308,Bihar,Patna,25.61735,85.137486
ENT_000309,Odisha,Bhubaneswar,20.28153,85.838879
ENT_000310,Tamil Nadu,Chennai,13.106131,80.304317
ENT_000311,Delhi,Delhi,28.610875,77.184125
ENT_000312,Delhi,Delhi,28.643431,77.209577
ENT_000313,Punjab,Chandigarh,30.707856,76.749287
ENT_000314,Kerala,Kochi,9.9515,76.261346
ENT_000315,Punjab,Chandigarh,30.75344,76.763102
ENT_000316,West Bengal,Kolkata,22.557399,88.349799
ENT_000317,Uttar Pradesh,Lucknow,26.852295,80.957396
ENT_000318,Madhya Pradesh,Bhopal,23.235302,77.415301
ENT_000319,Telangana,Hyderabad,17.373271,78.505101
ENT_000320,Tamil Nadu,Chennai,13.079574,80.258224
ENT_000321,Delhi,Delhi,28.647554,77.190716
ENT_000322,Tamil Nadu,Chennai,13.064049,80.289988
ENT_000323,West Bengal,Kolkata,22.559872,88.362008
ENT_000324,Punjab,Chandigarh,30.755099,76.771426
ENT_000325,Bihar,Patna,25.614568,85.148241
ENT_000326,Maharashtra,Pune,18.520073,73.824291
ENT_000327,Rajasthan,Jaipur,26.944975,75.77554
ENT_000328,Maharashtra,Mumbai,19.102193,72.873521
ENT_000329,Rajasthan,Jaipur,26.941131,75.753374
ENT_000330,Maharashtra,Pune,18.514099,73.867535
ENT_000331,Maharashtra,Pune,18.490638,73.876407
ENT_000332,Karnataka,Bengaluru,12.960299,77.608089
ENT_000333,Bihar,Patna,25.564722,85.1256
ENT_000334,Bihar,Patna,25.619254,85.129201
ENT_000335,Telangana,Hyderabad,17.393876,78.513821
ENT_000336,Gujarat,Ahmedabad,23.048567,72.538913
ENT_000337,Maharashtra,Mumbai,19.057434,72.890608
ENT_000338,Karnataka,Bengaluru,13.00642,77.611874
ENT_000339,Tamil Nadu,Chennai,13.116184,80.288926
ENT_000340,Odisha,Bhubaneswar,20.322181,85.820557
ENT_000341,Odisha,Bhubaneswar,20.282063,85.791526
ENT_000342,Telangana,Hyderabad,17.40573,78.472236
ENT_000343,Telangana,Hyderabad,17.380148,78.468794
ENT_000344,Tamil Nadu,Chennai,13.087315,80.291176
ENT_000345,Maharashtra,Pune,18.497655,73.864364
ENT_000346,Tamil Nadu,Chennai,13.09108,80.252558
ENT_000347,Punjab,Chandigarh,30.739121,76.760653
ENT_000348,Bihar,Patna,25.576878,85.120473
ENT_000349,West Bengal,Kolkata,22.600524,88.361468
ENT_000350,Karnataka,Bengaluru,12.984033,77.570658
ENT_000351,Gujarat,Ahmedabad,23.053666,72.605536
ENT_000352,Karnataka,Bengaluru,12.981326,77.589302
ENT_000353,Karnataka,Bengaluru,12.968579,77.580749
ENT_000354,Tamil Nadu,Chennai,13.107433,80.243166
ENT_000355,Tamil Nadu,Chennai,13.087735,80.275937
ENT_000356,Odisha,Bhubaneswar,20.281766,85.857956
ENT_000357,Bihar,Patna,25.586806,85.103167
ENT_000358,Madhya Pradesh,Bhopal,23.272906,77.429727
ENT_000359,West Bengal,Kolkata,22.601343,88.381062
ENT_000360,Madhya Pradesh,Bhopal,23.288191,77.397634
ENT_000361,Kerala,Kochi,9.912308,76.288435
ENT_000362,Delhi,Delhi,28.623463,77.217462
ENT_000363,Bihar,Patna,25.61199,85.156323
ENT_000364,Bihar,Patna,25.617784,85.146577
ENT_000365,Punjab,Chandigarh,30.742222,76.74716
ENT_000366,Kerala,Kochi,9.927058,76.27287
ENT_000367,Odisha,Bhubaneswar,20.270299,85.853174
ENT_000368,Telangana,Hyderabad,17.402324,78.463995
ENT_000369,Maharashtra,Pune,18.540456,73.883052
ENT_000370,Telangana,Hyderabad,17.38716,78.515644
ENT_000371,Madhya Pradesh,Bhopal,23.236418,77.441583
ENT_000372,Gujarat,Ahmedabad,23.055217,72.55706
ENT_000373,Madhya Pradesh,Bhopal,23.24861,77.385662
ENT_000374,Maharashtra,Mumbai,19.050853,72.910355
ENT_000375,Madhya Pradesh,Bhopal,23.272243,77.424808
ENT_000376,Tamil Nadu,Chennai,13.115409,80.292021
ENT_000377,Telangana,Hyderabad,17.356321,78.47932
ENT_000378,Karnataka,Bengaluru,12.97416,77.591435
ENT_000379,Bihar,Patna,25.611531,85.120951
ENT_000380,Tamil Nadu,Chennai,13.105269,80.30152
ENT_000381,Maharashtra,Mumbai,19.088239,72.875703
ENT_000382,Uttar Pradesh,Lucknow,26.873596,80.950499
ENT_000383,Punjab,Chandigarh,30.741006,76.789736
ENT_000384,Bihar,Patna,25.61677,85.166257
ENT_000385,Karnataka,Bengaluru,12.982047,77.567767
ENT_000386,West Bengal,Kolkata,22.603838,88.350206
ENT_000387,Gujarat,Ahmedabad,22.995628,72.552836
ENT_000388,Rajasthan,Jaipur,26.886896,75.784055
ENT_000389,Bihar,Patna,25.625557,85.151354
ENT_000390,Rajasthan,Jaipur,26.906739,75.804259
ENT_000391,Maharashtra,Pune,18.547379,73.867545
ENT_000392,Madhya Pradesh,Bhopal,23.259154,77.406168
ENT_000393,Karnataka,Bengaluru,12.93889,77.585537
ENT_000394,Gujarat,Ahmedabad,23.018629,72.552928
ENT_000395,Telangana,Hyderabad,17.356955,78.499698
ENT_000396,Rajasthan,Jaipur,26.940519,75.797438
ENT_000397,West Bengal,Kolkata,22.56547,88.342187
ENT_000398,Maharashtra,Mumbai,19.107431,72.900393
ENT_000399,Maharashtra,Mumbai,19.087394,72.887619
ENT_000400,Uttar Pradesh,Lucknow,26.879677,80.91474
ENT_000401,Telangana,Hyderabad,17.36705,78.460515
ENT_000402,Uttar Pradesh,Lucknow,26.826064,80.969287
ENT_000403,Rajasthan,Jaipur,26.891901,75.767417
ENT_000404,Madhya Pradesh,Bhopal,23.24121,77.431806
ENT_000405,Kerala,Kochi,9.959237,76.232498
ENT_000406,Madhya Pradesh,Bhopal,23.293782,77.446727
ENT_000407,Rajasthan,Jaipur,26.894946,75.764515
ENT_000408,Bihar,Patna,25.619751,85.111826
ENT_000409,Telangana,Hyderabad,17.405299,78.468355
ENT_000410,Telangana,Hyderabad,17.351105,78.470276
ENT_000411,Maharashtra,Pune,18.53732,73.858526
ENT_000412,Odisha,Bhubaneswar,20.265549,85.820879
ENT_000413,Telangana,Hyderabad,17.385927,78.459334
ENT_000414,Rajasthan,Jaipur,26.892908,75.795357
ENT_000415,Odisha,Bhubaneswar,20.315926,85.850189
ENT_000416,Rajasthan,Jaipur,26.898514,75.797334
ENT_000417,West Bengal,Kolkata,22.541858,88.362429
ENT_000418,Tamil Nadu,Chennai,13.077539,80.243257
ENT_000419,Odisha,Bhubaneswar,20.324779,85.794644
ENT_000420,Maharashtra,Mumbai,19.063548,72.853083
ENT_000421,Maharashtra,Pune,18.504651,73.866015
ENT_000422,Rajasthan,Jaipur,26.927251,75.778963
ENT_000423,Uttar Pradesh,Lucknow,26.848839,80.94296
ENT_000424,Uttar Pradesh,Lucknow,26.841814,80.966717
ENT_000425,Maharashtra,Mumbai,19.100695,72.888264
ENT_000426,Kerala,Kochi,9.934793,76.292884
ENT_000427,Tamil Nadu,Chennai,13.079309,80.251695
ENT_000428,Telangana,Hyderabad,17.407919,78.479611
ENT_000429,Odisha,Bhubaneswar,20.267756,85.819373
ENT_000430,Bihar,Patna,25.576942,85.169351
ENT_000431,Bihar,Patna,25.623709,85.107299
ENT_000432,Madhya Pradesh,Bhopal,23.230876,77.407831
ENT_000433,Odisha,Bhubaneswar,20.312816,85.846324
ENT_000434,Rajasthan,Jaipur,26.881599,75.819264
ENT_000435,Rajasthan,Jaipur,26.900475,75.760856
ENT_000436,Telangana,Hyderabad,17.411153,78.517579
ENT_000437,Tamil Nadu,Chennai,13.108466,80.286174
ENT_000438,Karnataka,Bengaluru,12.978629,77.584215
ENT_000439,Uttar Pradesh,Lucknow,26.847219,80.922031
ENT_000440,Gujarat,Ahmedabad,23.003197,72.543975
ENT_000441,Madhya Pradesh,Bhopal,23.263839,77.385642
ENT_000442,Karnataka,Bengaluru,12.976787,77.616105
ENT_000443,Madhya Pradesh,Bhopal,23.264168,77.43132
ENT_000444,Uttar Pradesh,Lucknow,26.85465,80.956189
ENT_000445,West Bengal,Kolkata,22.58023,88.374948
ENT_000446,Odisha,Bhubaneswar,20.279821,85.802129
ENT_000447,Odisha,Bhubaneswar,20.314469,85.854008
ENT_000448,Telangana,Hyderabad,17.350427,78.51259
ENT_000449,Uttar Pradesh,Lucknow,26.857714,80.916071
ENT_000450,Odisha,Bhubaneswar,20.305422,85.791646
ENT_000451,Odisha,Bhubaneswar,20.298234,85.815834
ENT_000452,Gujarat,Ahmedabad,23.011363,72.562304
ENT_000453,Odisha,Bhubaneswar,20.283807,85.855399
ENT_000454,Uttar Pradesh,Lucknow,26.817647,80.914883
ENT_000455,Maharashtra,Pune,18.538211,73.825183
ENT_000456,Maharashtra,Mumbai,19.060047,72.889036
ENT_000457,Gujarat,Ahmedabad,23.029995,72.565393
ENT_000458,Delhi,Delhi,28.631746,77.181967
ENT_000459,Tamil Nadu,Chennai,13.055462,80.283175
ENT_000460,Uttar Pradesh,Lucknow,26.845764,80.957899
ENT_000461,West Bengal,Kolkata,22.553036,88.397811
ENT_000462,West Bengal,Kolkata,22.538138,88.349999
ENT_000463,Delhi,Delhi,28.632614,77.227491
ENT_000464,Karnataka,Bengaluru,12.959569,77.560141
ENT_000465,Odisha,Bhubaneswar,20.291246,85.798543
ENT_000466,Rajasthan,Jaipur,26.926657,75.787318
ENT_000467,Madhya Pradesh,Bhopal,23.271663,77.402392
ENT_000468,Tamil Nadu,Chennai,13.108024,80.238661
ENT_000469,West Bengal,Kolkata,22.569783,88.33435
ENT_000470,Telangana,Hyderabad,17.390303,78.491838
ENT_000471,Odisha,Bhubaneswar,20.30591,85.809766
