complaint_id,incident_entity_id,incident_time,window_start,window_end,num_nodes,num_edges,num_account_nodes,num_atm_nodes,num_terminal_nodes,max_hop,total_transaction_value,max_transaction_value,avg_transaction_value,num_cash_out_edges,in_degree_incident,out_degree_incident,density,number_of_connected_components,average_degree,contains_suspicious_activity,suspicious_ring_count
C000056,ENT_000513,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-07-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000057,ENT_000547,2026-06-03 00:00:00,2026-05-31 00:00:00,2026-06-06 00:00:00,3,2,2,1,1,2,396493.36,340898.49,198246.68,1,0,1,0.333333,1,1.3333,1,1
C000058,ENT_000574,2026-04-15 00:00:00,2026-04-12 00:00:00,2026-04-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000059,ENT_000102,2026-03-19 00:00:00,2026-03-16 00:00:00,2026-03-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000060,ENT_000070,2026-04-21 00:00:00,2026-04-18 00:00:00,2026-04-24 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000061,ENT_000009,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-07-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000062,ENT_000118,2026-07-05 00:00:00,2026-07-02 00:00:00,2026-07-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000063,ENT_000153,2026-08-02 00:00:00,2026-07-30 00:00:00,2026-08-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000064,ENT_000410,2026-01-02 00:00:00,2025-12-30 00:00:00,2026-01-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000065,ENT_000507,2026-01-26 00:00:00,2026-01-23 00:00:00,2026-01-29 00:00:00,6,5,6,0,0,3,811398.04,269369.46,162279.61,0,0,1,0.166667,1,1.6667,1,1
C000066,ENT_000080,2026-04-07 00:00:00,2026-04-04 00:00:00,2026-04-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000067,ENT_000067,2026-04-27 00:00:00,2026-04-24 00:00:00,2026-04-30 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000068,ENT_000019,2026-02-19 00:00:00,2026-02-16 00:00:00,2026-02-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000069,ENT_000420,2026-04-26 00:00:00,2026-04-23 00:00:00,2026-04-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000070,ENT_000165,2026-01-23 00:00:00,2026-01-20 00:00:00,2026-01-26 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000071,ENT_000084,2026-03-12 00:00:00,2026-03-09 00:00:00,2026-03-15 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000072,ENT_000405,2026-02-07 00:00:00,2026-02-04 00:00:00,2026-02-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000073,ENT_000156,2026-06-10 00:00:00,2026-06-07 00:00:00,2026-06-13 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000074,ENT_000553,2026-08-15 00:00:00,2026-08-12 00:00:00,2026-08-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000075,ENT_000139,2026-05-28 00:00:00,2026-05-25 00:00:00,2026-05-31 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000076,ENT_000173,2026-06-24 00:00:00,2026-06-21 00:00:00,2026-06-27 00:00:00,2,1,1,1,1,1,26009.64,26009.64,26009.64,1,0,1,0.5,1,1.0,1,1
C000077,ENT_000239,2026-08-03 00:00:00,2026-07-31 00:00:00,2026-08-06 00:00:00,3,2,3,0,0,1,3629.0,2889.92,1814.5,0,0,2,0.333333,1,1.3333,0,0
C000078,ENT_000405,2026-01-15 00:00:00,2026-01-12 00:00:00,2026-01-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000079,ENT_000631,2026-02-15 00:00:00,2026-02-12 00:00:00,2026-02-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000080,ENT_000449,2026-07-07 00:00:00,2026-07-04 00:00:00,2026-07-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000081,ENT_000154,2026-01-09 00:00:00,2026-01-06 00:00:00,2026-01-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000082,ENT_000662,2026-03-27 00:00:00,2026-03-24 00:00:00,2026-03-30 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000083,ENT_000392,2026-06-02 00:00:00,2026-05-30 00:00:00,2026-06-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000084,ENT_000685,2026-08-20 00:00:00,2026-08-17 00:00:00,2026-08-23 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000085,ENT_000342,2026-04-08 00:00:00,2026-04-05 00:00:00,2026-04-11 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000086,ENT_000214,2026-01-01 00:00:00,2025-12-29 00:00:00,2026-01-04 00:00:00,2,1,2,0,0,1,367.34,367.34,367.34,0,0,1,0.5,1,1.0,0,0
C000087,ENT_000345,2026-07-28 00:00:00,2026-07-25 00:00:00,2026-07-31 00:00:00,2,1,2,0,0,1,1902.61,1902.61,1902.61,0,0,1,0.5,1,1.0,0,0
C000088,ENT_000128,2026-07-23 00:00:00,2026-07-20 00:00:00,2026-07-26 00:00:00,3,2,3,0,0,1,31539.74,27889.64,15769.87,0,0,2,0.333333,1,1.3333,0,0
C000089,ENT_000217,2026-01-11 00:00:00,2026-01-08 00:00:00,2026-01-14 00:00:00,2,1,2,0,0,1,2610.45,2610.45,2610.45,0,0,1,0.5,1,1.0,0,0
C000090,ENT_000479,2026-03-11 00:00:00,2026-03-08 00:00:00,2026-03-14 00:00:00,2,1,2,0,0,1,2628.62,2628.62,2628.62,0,0,1,0.5,1,1.0,0,0
C000091,ENT_000692,2026-03-23 00:00:00,2026-03-20 00:00:00,2026-03-26 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000092,ENT_000480,2026-07-02 00:00:00,2026-06-29 00:00:00,2026-07-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000093,ENT_000207,2026-05-29 00:00:00,2026-05-26 00:00:00,2026-06-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000094,ENT_000020,2026-02-22 00:00:00,2026-02-19 00:00:00,2026-02-25 00:00:00,4,3,3,1,1,3,324579.9,131362.62,108193.3,1,0,1,0.25,1,1.5,1,1
C000095,ENT_000062,2026-07-26 00:00:00,2026-07-23 00:00:00,2026-07-29 00:00:00,2,1,2,0,0,1,1194.36,1194.36,1194.36,0,0,1,0.5,1,1.0,0,0
C000096,ENT_000143,2026-01-29 00:00:00,2026-01-26 00:00:00,2026-02-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000097,ENT_000136,2026-02-05 00:00:00,2026-02-02 00:00:00,2026-02-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000098,ENT_000354,2026-06-11 00:00:00,2026-06-08 00:00:00,2026-06-14 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000099,ENT_000116,2026-04-27 00:00:00,2026-04-24 00:00:00,2026-04-30 00:00:00,4,3,4,0,0,3,578078.87,201525.43,192692.96,0,0,1,0.25,1,1.5,1,1
C000100,ENT_000542,2026-08-21 00:00:00,2026-08-18 00:00:00,2026-08-24 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000101,ENT_000017,2026-05-19 00:00:00,2026-05-16 00:00:00,2026-05-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000102,ENT_000183,2026-08-05 00:00:00,2026-08-02 00:00:00,2026-08-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000103,ENT_000093,2026-01-16 00:00:00,2026-01-13 00:00:00,2026-01-19 00:00:00,2,1,2,0,0,1,1847.79,1847.79,1847.79,0,0,1,0.5,1,1.0,0,0
C000104,ENT_000471,2026-08-22 00:00:00,2026-08-19 00:00:00,2026-08-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000105,ENT_000568,2026-08-18 00:00:00,2026-08-15 00:00:00,2026-08-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000106,ENT_000138,2026-03-16 00:00:00,2026-03-13 00:00:00,2026-03-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000107,ENT_000591,2026-02-19 00:00:00,2026-02-16 00:00:00,2026-02-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000108,ENT_000059,2026-06-05 00:00:00,2026-06-02 00:00:00,2026-06-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000109,ENT_000433,2026-08-02 00:00:00,2026-07-30 00:00:00,2026-08-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000110,ENT_000285,2026-06-06 00:00:00,2026-06-03 00:00:00,2026-06-09 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000111,ENT_000278,2026-03-02 00:00:00,2026-02-27 00:00:00,2026-03-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000112,ENT_000420,2026-04-22 00:00:00,2026-04-19 00:00:00,2026-04-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000113,ENT_000450,2026-06-15 00:00:00,2026-06-12 00:00:00,2026-06-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000114,ENT_000042,2026-03-18 00:00:00,2026-03-15 00:00:00,2026-03-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000115,ENT_000584,2026-05-10 00:00:00,2026-05-07 00:00:00,2026-05-13 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000116,ENT_000238,2026-04-01 00:00:00,2026-03-29 00:00:00,2026-04-04 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000117,ENT_000651,2026-01-19 00:00:00,2026-01-16 00:00:00,2026-01-22 00:00:00,2,1,2,0,0,1,889.17,889.17,889.17,0,0,1,0.5,1,1.0,0,0
C000118,ENT_000320,2026-01-16 00:00:00,2026-01-13 00:00:00,2026-01-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000119,ENT_000667,2026-08-03 00:00:00,2026-07-31 00:00:00,2026-08-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000120,ENT_000132,2026-08-05 00:00:00,2026-08-02 00:00:00,2026-08-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000121,ENT_000411,2026-03-18 00:00:00,2026-03-15 00:00:00,2026-03-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000122,ENT_000576,2026-02-05 00:00:00,2026-02-02 00:00:00,2026-02-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000123,ENT_000153,2026-08-23 00:00:00,2026-08-20 00:00:00,2026-08-26 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000124,ENT_000626,2026-01-03 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,15,18,12,3,3,2,727333.07,293900.93,40407.39,7,0,7,0.085714,1,2.4,1,1
C000125,ENT_000397,2026-08-11 00:00:00,2026-08-08 00:00:00,2026-08-14 00:00:00,2,1,2,0,0,1,418294.06,418294.06,418294.06,0,0,1,0.5,1,1.0,0,0
C000126,ENT_000143,2026-06-09 00:00:00,2026-06-06 00:00:00,2026-06-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000127,ENT_000463,2026-07-15 00:00:00,2026-07-12 00:00:00,2026-07-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000128,ENT_000186,2026-02-22 00:00:00,2026-02-19 00:00:00,2026-02-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000129,ENT_000164,2026-03-22 00:00:00,2026-03-19 00:00:00,2026-03-25 00:00:00,2,1,2,0,0,1,26751.77,26751.77,26751.77,0,0,1,0.5,1,1.0,0,0
C000130,ENT_000446,2026-07-19 00:00:00,2026-07-16 00:00:00,2026-07-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000131,ENT_000339,2026-06-12 00:00:00,2026-06-09 00:00:00,2026-06-15 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000132,ENT_000168,2026-05-02 00:00:00,2026-04-29 00:00:00,2026-05-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000133,ENT_000658,2026-06-26 00:00:00,2026-06-23 00:00:00,2026-06-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000134,ENT_000193,2026-04-09 00:00:00,2026-04-06 00:00:00,2026-04-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000135,ENT_000007,2026-07-20 00:00:00,2026-07-17 00:00:00,2026-07-23 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000136,ENT_000281,2026-03-24 00:00:00,2026-03-21 00:00:00,2026-03-27 00:00:00,3,2,3,0,0,1,36893.18,35547.39,18446.59,0,0,2,0.333333,1,1.3333,0,0
C000137,ENT_000275,2026-03-13 00:00:00,2026-03-10 00:00:00,2026-03-16 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000138,ENT_000300,2026-06-11 00:00:00,2026-06-08 00:00:00,2026-06-14 00:00:00,2,1,2,0,0,1,710.37,710.37,710.37,0,0,1,0.5,1,1.0,0,0
C000139,ENT_000524,2026-01-20 00:00:00,2026-01-17 00:00:00,2026-01-23 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000140,ENT_000455,2026-05-11 00:00:00,2026-05-08 00:00:00,2026-05-14 00:00:00,2,1,2,0,0,1,281.92,281.92,281.92,0,0,1,0.5,1,1.0,0,0
C000141,ENT_000674,2026-03-30 00:00:00,2026-03-27 00:00:00,2026-04-02 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000142,ENT_000289,2026-01-03 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000143,ENT_000248,2026-01-08 00:00:00,2026-01-05 00:00:00,2026-01-11 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000144,ENT_000561,2026-06-29 00:00:00,2026-06-26 00:00:00,2026-07-02 00:00:00,2,1,2,0,0,1,830.35,830.35,830.35,0,0,1,0.5,1,1.0,0,0
