complaint_id,incident_entity_id,incident_time,window_start,window_end,num_nodes,num_edges,num_account_nodes,num_atm_nodes,num_terminal_nodes,max_hop,total_transaction_value,max_transaction_value,avg_transaction_value,num_cash_out_edges,in_degree_incident,out_degree_incident,density,number_of_connected_components,average_degree,contains_suspicious_activity,suspicious_ring_count
C000055,ENT_000040,2026-01-17 00:00:00,2026-01-14 00:00:00,2026-01-20 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000056,ENT_000513,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-07-01 00:00:00,28,36,26,2,2,3,5984900.44,470977.67,166247.23,4,2,2,0.047619,1,2.5714,1,4
C000057,ENT_000547,2026-06-03 00:00:00,2026-05-31 00:00:00,2026-06-06 00:00:00,14,14,13,1,1,3,751410.02,340898.49,53672.14,1,0,1,0.076923,1,2.0,1,1
C000058,ENT_000574,2026-04-15 00:00:00,2026-04-12 00:00:00,2026-04-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000059,ENT_000102,2026-03-19 00:00:00,2026-03-16 00:00:00,2026-03-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000060,ENT_000070,2026-04-21 00:00:00,2026-04-18 00:00:00,2026-04-24 00:00:00,2,1,2,0,0,1,2114.48,2114.48,2114.48,0,1,0,0.5,1,1.0,0,0
C000061,ENT_000009,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-07-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000062,ENT_000118,2026-07-05 00:00:00,2026-07-02 00:00:00,2026-07-08 00:00:00,11,10,11,0,0,3,201471.9,89869.32,20147.19,0,2,0,0.090909,1,1.8182,0,0
C000063,ENT_000153,2026-08-02 00:00:00,2026-07-30 00:00:00,2026-08-05 00:00:00,2,1,2,0,0,1,1978.92,1978.92,1978.92,0,1,0,0.5,1,1.0,0,0
C000064,ENT_000410,2026-01-02 00:00:00,2025-12-30 00:00:00,2026-01-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000065,ENT_000507,2026-01-26 00:00:00,2026-01-23 00:00:00,2026-01-29 00:00:00,11,10,11,0,0,3,1717859.54,299910.27,171785.95,0,2,1,0.090909,1,1.8182,1,1
C000066,ENT_000080,2026-04-07 00:00:00,2026-04-04 00:00:00,2026-04-10 00:00:00,10,9,10,0,0,3,1039928.71,304493.4,115547.63,0,1,2,0.1,1,1.8,1,1
C000067,ENT_000067,2026-04-27 00:00:00,2026-04-24 00:00:00,2026-04-30 00:00:00,2,1,2,0,0,1,880.8,880.8,880.8,0,0,1,0.5,1,1.0,0,0
C000068,ENT_000019,2026-02-19 00:00:00,2026-02-16 00:00:00,2026-02-22 00:00:00,10,9,9,1,1,3,819951.42,398601.77,91105.71,1,1,0,0.1,1,1.8,1,1
C000069,ENT_000420,2026-04-26 00:00:00,2026-04-23 00:00:00,2026-04-29 00:00:00,9,9,8,1,1,3,877863.45,214069.97,97540.38,1,1,1,0.125,1,2.0,1,1
C000070,ENT_000165,2026-01-23 00:00:00,2026-01-20 00:00:00,2026-01-26 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000071,ENT_000084,2026-03-12 00:00:00,2026-03-09 00:00:00,2026-03-15 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000072,ENT_000405,2026-02-07 00:00:00,2026-02-04 00:00:00,2026-02-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000073,ENT_000156,2026-06-10 00:00:00,2026-06-07 00:00:00,2026-06-13 00:00:00,3,2,2,1,1,1,40501.87,38579.46,20250.94,1,0,2,0.333333,1,1.3333,0,0
C000074,ENT_000553,2026-08-15 00:00:00,2026-08-12 00:00:00,2026-08-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000075,ENT_000139,2026-05-28 00:00:00,2026-05-25 00:00:00,2026-05-31 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000076,ENT_000173,2026-06-24 00:00:00,2026-06-21 00:00:00,2026-06-27 00:00:00,11,12,9,2,2,3,224431.99,28783.6,18702.67,5,1,1,0.109091,1,2.1818,1,1
C000077,ENT_000239,2026-08-03 00:00:00,2026-07-31 00:00:00,2026-08-06 00:00:00,12,12,12,0,0,3,970987.95,302847.54,80915.66,0,0,2,0.090909,1,2.0,1,1
C000078,ENT_000405,2026-01-15 00:00:00,2026-01-12 00:00:00,2026-01-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000079,ENT_000631,2026-02-15 00:00:00,2026-02-12 00:00:00,2026-02-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000080,ENT_000449,2026-07-07 00:00:00,2026-07-04 00:00:00,2026-07-10 00:00:00,3,2,3,0,0,2,7338.69,3998.94,3669.35,0,0,1,0.333333,1,1.3333,0,0
C000081,ENT_000154,2026-01-09 00:00:00,2026-01-06 00:00:00,2026-01-12 00:00:00,8,7,7,1,1,3,1162698.82,365295.63,166099.83,1,2,0,0.125,1,1.75,1,1
C000082,ENT_000662,2026-03-27 00:00:00,2026-03-24 00:00:00,2026-03-30 00:00:00,3,2,3,0,0,2,207735.96,205255.04,103867.98,0,1,0,0.333333,1,1.3333,0,0
C000083,ENT_000392,2026-06-02 00:00:00,2026-05-30 00:00:00,2026-06-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000084,ENT_000685,2026-08-20 00:00:00,2026-08-17 00:00:00,2026-08-23 00:00:00,8,7,8,0,0,3,944194.47,356146.14,134884.92,0,1,0,0.125,1,1.75,1,1
C000085,ENT_000342,2026-04-08 00:00:00,2026-04-05 00:00:00,2026-04-11 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000086,ENT_000214,2026-01-01 00:00:00,2025-12-29 00:00:00,2026-01-04 00:00:00,2,1,2,0,0,1,367.34,367.34,367.34,0,0,1,0.5,1,1.0,0,0
C000087,ENT_000345,2026-07-28 00:00:00,2026-07-25 00:00:00,2026-07-31 00:00:00,13,15,12,1,1,3,270246.96,73637.98,18016.46,2,1,1,0.096154,1,2.3077,1,1
C000088,ENT_000128,2026-07-23 00:00:00,2026-07-20 00:00:00,2026-07-26 00:00:00,6,5,6,0,0,3,89996.23,31053.57,17999.25,0,1,2,0.166667,1,1.6667,0,0
C000089,ENT_000217,2026-01-11 00:00:00,2026-01-08 00:00:00,2026-01-14 00:00:00,6,5,6,0,0,3,47109.67,36228.66,9421.93,0,0,2,0.166667,1,1.6667,0,0
C000090,ENT_000479,2026-03-11 00:00:00,2026-03-08 00:00:00,2026-03-14 00:00:00,2,1,2,0,0,1,2628.62,2628.62,2628.62,0,0,1,0.5,1,1.0,0,0
C000091,ENT_000692,2026-03-23 00:00:00,2026-03-20 00:00:00,2026-03-26 00:00:00,4,3,4,0,0,3,34884.68,25557.79,11628.23,0,1,0,0.25,1,1.5,0,0
C000092,ENT_000480,2026-07-02 00:00:00,2026-06-29 00:00:00,2026-07-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000093,ENT_000207,2026-05-29 00:00:00,2026-05-26 00:00:00,2026-06-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000094,ENT_000020,2026-02-22 00:00:00,2026-02-19 00:00:00,2026-02-25 00:00:00,22,23,21,1,1,3,3609712.18,352433.5,156944.01,1,2,2,0.049784,1,2.0909,1,3
C000095,ENT_000062,2026-07-26 00:00:00,2026-07-23 00:00:00,2026-07-29 00:00:00,2,1,2,0,0,1,1194.36,1194.36,1194.36,0,0,1,0.5,1,1.0,0,0
C000096,ENT_000143,2026-01-29 00:00:00,2026-01-26 00:00:00,2026-02-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000097,ENT_000136,2026-02-05 00:00:00,2026-02-02 00:00:00,2026-02-08 00:00:00,6,5,6,0,0,3,414461.82,183255.21,82892.36,0,1,0,0.166667,1,1.6667,1,1
C000098,ENT_000354,2026-06-11 00:00:00,2026-06-08 00:00:00,2026-06-14 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000099,ENT_000116,2026-04-27 00:00:00,2026-04-24 00:00:00,2026-04-30 00:00:00,15,14,14,1,1,3,1546667.11,352112.08,110476.22,1,1,1,0.066667,1,1.8667,1,2
C000100,ENT_000542,2026-08-21 00:00:00,2026-08-18 00:00:00,2026-08-24 00:00:00,8,7,8,0,0,3,919605.91,237352.96,131372.27,0,1,0,0.125,1,1.75,1,1
C000101,ENT_000017,2026-05-19 00:00:00,2026-05-16 00:00:00,2026-05-22 00:00:00,4,3,4,0,0,3,37691.46,28644.92,12563.82,0,1,0,0.25,1,1.5,1,1
C000102,ENT_000183,2026-08-05 00:00:00,2026-08-02 00:00:00,2026-08-08 00:00:00,5,4,5,0,0,2,9625.61,3327.25,2406.4,0,2,0,0.2,1,1.6,0,0
C000103,ENT_000093,2026-01-16 00:00:00,2026-01-13 00:00:00,2026-01-19 00:00:00,12,13,9,3,3,3,484561.56,62166.21,37273.97,5,0,5,0.098485,1,2.1667,1,1
C000104,ENT_000471,2026-08-22 00:00:00,2026-08-19 00:00:00,2026-08-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000105,ENT_000568,2026-08-18 00:00:00,2026-08-15 00:00:00,2026-08-21 00:00:00,16,15,16,0,0,3,198837.76,58498.57,13255.85,0,1,1,0.0625,1,1.875,1,1
C000106,ENT_000138,2026-03-16 00:00:00,2026-03-13 00:00:00,2026-03-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000107,ENT_000591,2026-02-19 00:00:00,2026-02-16 00:00:00,2026-02-22 00:00:00,2,1,2,0,0,1,3378.14,3378.14,3378.14,0,1,0,0.5,1,1.0,0,0
C000108,ENT_000059,2026-06-05 00:00:00,2026-06-02 00:00:00,2026-06-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000109,ENT_000433,2026-08-02 00:00:00,2026-07-30 00:00:00,2026-08-05 00:00:00,20,25,18,2,2,3,1036088.86,222075.71,41443.55,5,2,0,0.065789,1,2.5,1,2
C000110,ENT_000285,2026-06-06 00:00:00,2026-06-03 00:00:00,2026-06-09 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000111,ENT_000278,2026-03-02 00:00:00,2026-02-27 00:00:00,2026-03-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000112,ENT_000420,2026-04-22 00:00:00,2026-04-19 00:00:00,2026-04-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000113,ENT_000450,2026-06-15 00:00:00,2026-06-12 00:00:00,2026-06-18 00:00:00,2,1,2,0,0,1,92156.37,92156.37,92156.37,0,0,1,0.5,1,1.0,0,0
C000114,ENT_000042,2026-03-18 00:00:00,2026-03-15 00:00:00,2026-03-21 00:00:00,8,8,8,0,0,3,87157.19,26197.44,10894.65,0,1,0,0.142857,1,2.0,1,1
C000115,ENT_000584,2026-05-10 00:00:00,2026-05-07 00:00:00,2026-05-13 00:00:00,16,16,15,1,1,3,1146455.07,485479.38,71653.44,2,1,0,0.066667,1,2.0,1,1
C000116,ENT_000238,2026-04-01 00:00:00,2026-03-29 00:00:00,2026-04-04 00:00:00,20,19,19,1,1,3,221025.33,49007.99,11632.91,1,3,1,0.05,1,1.9,1,1
C000117,ENT_000651,2026-01-19 00:00:00,2026-01-16 00:00:00,2026-01-22 00:00:00,22,22,21,1,1,3,663846.18,255213.7,30174.83,1,1,1,0.047619,1,2.0,1,1
C000118,ENT_000320,2026-01-16 00:00:00,2026-01-13 00:00:00,2026-01-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000119,ENT_000667,2026-08-03 00:00:00,2026-07-31 00:00:00,2026-08-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000120,ENT_000132,2026-08-05 00:00:00,2026-08-02 00:00:00,2026-08-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000121,ENT_000411,2026-03-18 00:00:00,2026-03-15 00:00:00,2026-03-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000122,ENT_000576,2026-02-05 00:00:00,2026-02-02 00:00:00,2026-02-08 00:00:00,4,3,4,0,0,2,20339.26,12006.48,6779.75,0,1,1,0.25,1,1.5,0,0
C000123,ENT_000153,2026-08-23 00:00:00,2026-08-20 00:00:00,2026-08-26 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000124,ENT_000626,2026-01-03 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,29,35,25,4,4,3,1595899.62,322804.63,45597.13,10,0,7,0.043103,1,2.4138,1,2
C000125,ENT_000397,2026-08-11 00:00:00,2026-08-08 00:00:00,2026-08-14 00:00:00,15,17,14,1,1,3,711400.53,418294.06,41847.09,4,2,3,0.080952,1,2.2667,1,1
C000126,ENT_000143,2026-06-09 00:00:00,2026-06-06 00:00:00,2026-06-12 00:00:00,12,11,10,2,2,3,115441.54,43244.76,10494.69,3,2,1,0.083333,1,1.8333,0,0
C000127,ENT_000463,2026-07-15 00:00:00,2026-07-12 00:00:00,2026-07-18 00:00:00,3,2,3,0,0,2,26905.18,24448.93,13452.59,0,1,0,0.333333,1,1.3333,0,0
C000128,ENT_000186,2026-02-22 00:00:00,2026-02-19 00:00:00,2026-02-25 00:00:00,3,2,3,0,0,2,29203.38,24319.68,14601.69,0,0,1,0.333333,1,1.3333,0,0
C000129,ENT_000164,2026-03-22 00:00:00,2026-03-19 00:00:00,2026-03-25 00:00:00,2,1,2,0,0,1,26751.77,26751.77,26751.77,0,0,1,0.5,1,1.0,0,0
C000130,ENT_000446,2026-07-19 00:00:00,2026-07-16 00:00:00,2026-07-22 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000131,ENT_000339,2026-06-12 00:00:00,2026-06-09 00:00:00,2026-06-15 00:00:00,2,1,2,0,0,1,581.04,581.04,581.04,0,1,0,0.5,1,1.0,0,0
C000132,ENT_000168,2026-05-02 00:00:00,2026-04-29 00:00:00,2026-05-05 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000133,ENT_000658,2026-06-26 00:00:00,2026-06-23 00:00:00,2026-06-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000134,ENT_000193,2026-04-09 00:00:00,2026-04-06 00:00:00,2026-04-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000135,ENT_000007,2026-07-20 00:00:00,2026-07-17 00:00:00,2026-07-23 00:00:00,4,3,4,0,0,3,47508.2,45101.93,15836.07,0,1,0,0.25,1,1.5,0,0
C000136,ENT_000281,2026-03-24 00:00:00,2026-03-21 00:00:00,2026-03-27 00:00:00,13,12,13,0,0,3,570076.39,347849.96,47506.37,0,0,2,0.076923,1,1.8462,0,0
C000137,ENT_000275,2026-03-13 00:00:00,2026-03-10 00:00:00,2026-03-16 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000138,ENT_000300,2026-06-11 00:00:00,2026-06-08 00:00:00,2026-06-14 00:00:00,3,2,3,0,0,1,5534.77,4824.4,2767.38,0,1,1,0.333333,1,1.3333,0,0
C000139,ENT_000524,2026-01-20 00:00:00,2026-01-17 00:00:00,2026-01-23 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000140,ENT_000455,2026-05-11 00:00:00,2026-05-08 00:00:00,2026-05-14 00:00:00,7,6,7,0,0,3,54497.62,36037.68,9082.94,0,2,1,0.142857,1,1.7143,0,0
C000141,ENT_000674,2026-03-30 00:00:00,2026-03-27 00:00:00,2026-04-02 00:00:00,6,5,6,0,0,3,80132.27,38393.64,16026.45,0,0,3,0.166667,1,1.6667,0,0
